house_id,city,sale_date,months_listed,bedrooms,house_type,area,sale_price
1000660,Riverford,2023-01-05,9.6,3.0,Detached,97.5 sq.m.,262605.85
1000661,--,2023-01-05,2.7,5.0,Terraced,155.9 sq.m.,342535.34
1000662,Teasdale,2023-01-05,6.1,,nan,249.4 sq.m.,416661.95
1000663,Silvertown,2023-01-05,6.9,4.0,Terr.,81.6 sq.m.,270813.75
1000664,Silvertown,2023-01-05,3.3,4.0,Terraced,197.7 sq.m.,377761.85
1000665,Silvertown,2023-01-05,3.9,1.0,nan,52.3 sq.m.,178660.7
1000666,Silvertown,2023-01-05,2.7,1.0,Semi,129.0 sq.m.,263153.11
1000667,Silvertown,2023-01-05,10.1,6.0,Terr.,124.2 sq.m.,334565.19
1000668,Silvertown,2023-01-05,1.4,4.0,nan,220.0 sq.m.,407788.32
1000669,Silvertown,2023-01-05,4.6,5.0,Det.,120.8 sq.m.,308200.27
1000670,Silvertown,2023-01-05,3.7,3.0,nan,262.3 sq.m.,
1000671,Poppleton,2023-01-05,6.6,3.0,Detached,58.6 sq.m.,224826.94
1000672,Silvertown,2023-01-05,3.9,6.0,Semi,175.6 sq.m.,396046.89
1000673,Riverford,2023-01-05,1.3,6.0,nan,118.4 sq.m.,349566.16
1000674,Riverford,2023-01-05,6.0,5.0,Semi-detached,193.5 sq.m.,392442.9
1000675,--,2023-01-05,3.7,3.0,Semi-detached,103.9 sq.m.,
1000676,Silvertown,2023-01-05,9.8,4.0,Detached,291.6 sq.m.,470407.52
1000677,Riverford,2023-01-05,1.1,3.0,Det.,252.6 sq.m.,
1000678,--,2023-01-05,11.8,2.0,Semi,229.2 sq.m.,365278.89
1000679,Poppleton,2023-01-05,10.1,4.0,Terraced,283.6 sq.m.,468849.89
1000680,Poppleton,2023-01-05,7.9,3.0,Detached,233.9 sq.m.,379605.91
1000681,Silvertown,2023-01-05,7.4,1.0,Det.,244.0 sq.m.,357797.19
1000682,Silvertown,2023-01-05,9.9,3.0,Terraced,231.8 sq.m.,390203.1
1000683,Teasdale,,,6.0,Semi-detached,253.8 sq.m.,459868.45
1000684,Poppleton,,10.9,2.0,Semi-detached,89.8 sq.m.,236757.13
1000685,Riverford,2023-01-05,2.4,2.0,Terraced,,286886.44
1000686,Riverford,2023-01-05,10.1,,Detached,155.6 sq.m.,316649.56
1000687,Silvertown,2023-01-05,1.5,2.0,Semi-detached,137.1 sq.m.,266439.33
1000688,Teasdale,2023-01-05,2.8,1.0,Semi,68.0 sq.m.,199781.5
1000689,Silvertown,2023-01-05,10.0,6.0,Terr.,120.6 sq.m.,339340.93
1000690,Riverford,2023-01-05,1.3,5.0,nan,225.3 sq.m.,437863.25
1000691,Riverford,2023-01-05,2.9,4.0,Terraced,74.3 sq.m.,267267.99
1000692,Riverford,2023-01-05,3.1,1.0,Terraced,247.8 sq.m.,369872.05
1000693,Silvertown,2023-01-05,10.7,,Semi-detached,63.5 sq.m.,
1000694,Silvertown,2023-01-05,,6.0,Detached,126.0 sq.m.,332148.62
1000695,Teasdale,2023-01-05,3.7,,Semi,194.3 sq.m.,361014.31
1000696,Silvertown,2023-01-05,5.5,6.0,Detached,170.6 sq.m.,378633.68
1000697,Riverford,2023-01-05,1.7,4.0,Det.,102.4 sq.m.,289161.97
1000698,Silvertown,2023-01-05,2.5,5.0,Det.,98.9 sq.m.,303002.23
1000699,Riverford,2023-01-05,10.7,5.0,Terr.,140.6 sq.m.,337622.19
1000700,Riverford,2023-01-05,7.9,1.0,Semi-detached,75.5 sq.m.,202903.01
1000701,Silvertown,2023-01-05,9.7,,Semi-detached,264.6 sq.m.,431880.55
1000702,Riverford,2023-01-05,9.6,6.0,Semi-detached,295.7 sq.m.,
1000703,Silvertown,,7.0,,Terr.,92.1 sq.m.,266054.8
1000704,Silvertown,2023-01-05,11.0,5.0,Det.,138.9 sq.m.,341026.85
1000705,--,2023-01-05,5.3,,Detached,286.3 sq.m.,449767.44
1000706,Riverford,2023-01-05,4.5,2.0,Terr.,178.9 sq.m.,327711.7
1000707,Poppleton,2023-01-05,10.9,,Terr.,158.5 sq.m.,304964.94
1000708,Silvertown,2023-01-05,1.6,3.0,Detached,230.6 sq.m.,382056.28
1000709,Teasdale,2023-01-05,6.8,1.0,Semi-detached,79.7 sq.m.,192943.6
1000710,Teasdale,2023-01-05,12.0,2.0,Semi,125.7 sq.m.,256271.4
1000711,Riverford,2023-01-05,2.1,1.0,Detached,93.1 sq.m.,199472.27
1000712,Riverford,2023-01-05,3.9,1.0,Det.,244.0 sq.m.,354437.81
1000713,Riverford,2023-01-05,11.1,5.0,Terraced,217.7 sq.m.,402851.53
1000714,Riverford,2023-01-05,12.0,2.0,Terraced,165.9 sq.m.,314361.52
1000715,Poppleton,,10.3,2.0,nan,145.5 sq.m.,278743.06
1000716,Poppleton,,4.9,6.0,nan,161.3 sq.m.,390007.75
1000717,--,2023-01-05,10.3,3.0,Terr.,,297914.43
1000718,Silvertown,2023-01-05,7.5,6.0,Terraced,80.5 sq.m.,306770.26
1000719,Teasdale,2023-01-05,8.7,2.0,Semi,277.1 sq.m.,420441.59
1000720,Poppleton,,1.3,2.0,Semi-detached,196.7 sq.m.,339979.48
1000721,Silvertown,2023-01-05,11.4,5.0,Det.,169.9 sq.m.,367522.94
1000722,Silvertown,2023-01-05,7.2,1.0,nan,73.6 sq.m.,194843.74
1000723,Teasdale,2023-01-05,11.9,2.0,Semi,146.0 sq.m.,287729.71
1000724,Riverford,2023-01-05,6.4,2.0,Det.,225.7 sq.m.,360289.28
1000725,Poppleton,2023-01-05,6.4,5.0,Det.,81.3 sq.m.,270853.36
1000726,Silvertown,2023-01-05,3.6,2.0,Semi-detached,228.4 sq.m.,368369.24
1000727,Teasdale,2023-01-05,6.8,1.0,Terr.,184.4 sq.m.,294500.4
1000728,Silvertown,,,6.0,Terraced,225.2 sq.m.,442288.15
1000729,Silvertown,2023-01-05,3.2,2.0,Semi-detached,254.4 sq.m.,396539.4
1000730,Silvertown,2023-01-05,8.9,,Semi,182.5 sq.m.,
1000731,Poppleton,2023-01-05,10.3,1.0,Terr.,259.3 sq.m.,393848.42
1000732,Teasdale,2023-01-05,1.2,,Semi,254.7 sq.m.,
1000733,Riverford,2023-01-05,11.1,6.0,Terr.,238.4 sq.m.,459287.75
1000734,Riverford,2023-01-05,10.3,3.0,nan,214.6 sq.m.,382125.73
1000735,Poppleton,2023-01-05,11.6,4.0,Semi,265.5 sq.m.,444521.4
1000736,Riverford,2023-01-05,11.4,2.0,Semi-detached,51.3 sq.m.,193848.11
1000737,Poppleton,,2.1,3.0,Terr.,128.6 sq.m.,290546.77
1000738,Riverford,2023-01-05,2.5,4.0,Terr.,,337948.2
1000739,Riverford,2023-01-05,11.4,2.0,Det.,213.2 sq.m.,346716.63
1000740,Riverford,2023-01-05,11.6,1.0,Det.,114.2 sq.m.,248890.41
1000741,Riverford,2023-01-05,2.9,6.0,Detached,71.2 sq.m.,292327.78
1000742,Teasdale,2023-01-05,8.6,1.0,Semi,124.6 sq.m.,258064.57
1000743,Riverford,2023-01-05,9.7,3.0,Det.,92.9 sq.m.,249772.49
1000744,Silvertown,2023-01-05,7.5,1.0,Detached,214.5 sq.m.,322818.98
1000745,Poppleton,2023-01-05,4.4,2.0,nan,61.5 sq.m.,212446.8
1000746,Riverford,2023-01-05,2.4,5.0,nan,276.2 sq.m.,490731.48
1000747,Riverford,2023-01-05,11.4,5.0,Det.,183.5 sq.m.,385002.11
1000748,Poppleton,2023-01-05,5.3,5.0,Semi,172.6 sq.m.,364132.58
1000749,Teasdale,2023-01-05,11.6,4.0,Terr.,277.7 sq.m.,451066.39
1000750,Silvertown,2023-01-05,,6.0,Terraced,201.5 sq.m.,425408.27
1000751,Poppleton,2023-01-05,11.1,1.0,Semi,222.0 sq.m.,347605.32
1000752,Teasdale,2023-01-05,3.4,2.0,Semi-detached,61.2 sq.m.,205286.37
1000753,Riverford,2023-01-05,11.3,4.0,nan,,330975.25
1000754,Silvertown,2023-01-05,9.2,2.0,Det.,264.0 sq.m.,401118.98
1000755,Teasdale,2023-01-05,11.8,1.0,Det.,83.6 sq.m.,197188.5
1000756,Teasdale,2023-01-05,10.7,3.0,Terr.,197.9 sq.m.,347609.03
1000757,Riverford,2023-01-05,8.8,4.0,Semi-detached,232.3 sq.m.,409301.63
1000758,Poppleton,2023-01-05,10.8,5.0,Terr.,187.5 sq.m.,
1000759,Teasdale,2023-01-05,3.9,4.0,Semi-detached,212.4 sq.m.,400288.05
1000760,Silvertown,2023-01-05,1.7,,Terraced,164.0 sq.m.,329500.55
1000761,Riverford,2023-01-05,2.2,5.0,nan,219.1 sq.m.,
1000762,Silvertown,2023-01-05,,1.0,Det.,85.8 sq.m.,203343.0
1000763,Teasdale,2023-01-05,9.1,1.0,Det.,207.4 sq.m.,318066.25
1000764,Silvertown,2023-01-05,10.7,2.0,Terraced,208.3 sq.m.,
1000765,Riverford,2023-01-05,5.2,5.0,Detached,228.6 sq.m.,431891.18
1000766,Teasdale,2023-01-05,2.1,4.0,nan,211.9 sq.m.,379315.17
1000767,Poppleton,2023-01-05,10.5,6.0,Terr.,91.0 sq.m.,308263.26
1000768,Riverford,2023-01-05,8.6,2.0,Terraced,129.1 sq.m.,
1000769,Poppleton,2023-01-05,1.8,3.0,Terr.,144.7 sq.m.,294693.77
1000770,Silvertown,2023-01-05,4.2,2.0,Semi,111.9 sq.m.,257430.89
1000771,Poppleton,2023-01-05,11.5,2.0,Det.,182.9 sq.m.,308581.59
1000772,Silvertown,2023-01-05,2.9,2.0,Terr.,151.7 sq.m.,300396.4
1000773,Riverford,2023-01-05,9.1,5.0,Semi-detached,72.2 sq.m.,272540.06
1000774,Teasdale,2023-01-05,10.9,4.0,Terr.,244.5 sq.m.,436896.2
1000775,Silvertown,,7.5,5.0,Semi,249.5 sq.m.,456191.8
1000776,Silvertown,2023-01-05,6.3,4.0,nan,74.5 sq.m.,253665.07
1000777,Teasdale,2023-01-05,,4.0,Det.,105.6 sq.m.,276593.56
1000778,Teasdale,2023-01-05,2.8,6.0,Terraced,245.7 sq.m.,452644.38
1000779,Teasdale,2023-01-05,2.7,3.0,Semi,181.6 sq.m.,
1000780,Teasdale,2023-01-05,3.3,2.0,Det.,197.2 sq.m.,335975.79
1000781,Riverford,2023-01-05,8.7,,Terr.,73.9 sq.m.,232209.6
1000782,Silvertown,2023-01-05,9.0,3.0,nan,193.0 sq.m.,343306.34
1000783,Riverford,2023-01-05,4.1,4.0,Detached,117.8 sq.m.,302041.38
1000784,Silvertown,2023-01-05,1.5,2.0,nan,62.0 sq.m.,212136.26
1000785,Poppleton,2023-01-05,10.2,2.0,Detached,238.0 sq.m.,390266.36
1000786,Riverford,2023-01-05,5.0,5.0,Semi-detached,251.5 sq.m.,458161.39
1000787,Riverford,2023-01-05,4.2,6.0,nan,247.2 sq.m.,
1000788,Riverford,2023-01-05,7.6,2.0,Det.,270.5 sq.m.,415960.71
1000789,Poppleton,2023-01-05,1.3,5.0,Detached,198.1 sq.m.,398693.03
1000790,Silvertown,2023-01-05,4.2,1.0,Terraced,221.7 sq.m.,338259.47
1000791,Riverford,2023-01-05,10.3,5.0,Det.,214.4 sq.m.,428127.24
1000792,Riverford,2023-01-05,5.4,2.0,Terraced,191.9 sq.m.,333020.24
1000793,Teasdale,2023-01-05,8.3,4.0,nan,279.6 sq.m.,462809.31
1000794,Silvertown,2023-01-05,7.0,6.0,Terraced,142.5 sq.m.,368942.93
1000795,Poppleton,2023-01-05,10.7,2.0,Detached,219.6 sq.m.,369432.61
1000796,Poppleton,2023-01-05,5.9,4.0,Det.,164.4 sq.m.,
1000797,Riverford,2023-01-05,6.1,5.0,Terr.,138.5 sq.m.,348349.23
1000798,Teasdale,2023-01-05,4.0,5.0,Semi,121.7 sq.m.,307897.19
1000799,Poppleton,2023-01-05,9.3,4.0,Detached,180.1 sq.m.,372921.7
1000800,Teasdale,2023-01-05,1.9,1.0,Detached,281.0 sq.m.,399201.37
1000801,Silvertown,2023-01-05,7.0,6.0,Terr.,208.9 sq.m.,417008.69
1000802,Riverford,2023-01-05,7.5,1.0,Det.,126.4 sq.m.,254138.21
1000803,Teasdale,2023-01-05,10.2,4.0,Det.,261.3 sq.m.,450048.56
1000804,Riverford,2023-01-05,5.6,6.0,nan,69.2 sq.m.,285193.94
1000805,Teasdale,2023-01-05,10.5,4.0,Terraced,73.4 sq.m.,242658.5
1000806,Poppleton,2023-01-05,10.7,1.0,nan,71.1 sq.m.,190577.73
1000807,Poppleton,2023-01-05,1.9,1.0,Terr.,282.4 sq.m.,397300.77
1000808,Riverford,2023-01-05,8.9,4.0,nan,52.7 sq.m.,231447.26
1000809,Silvertown,2023-01-05,10.9,2.0,Terr.,219.3 sq.m.,366875.07
1000810,--,2023-01-05,8.5,2.0,Det.,84.1 sq.m.,219373.29
1000811,Poppleton,2023-01-05,2.3,1.0,Terraced,221.3 sq.m.,336219.84
1000812,Silvertown,2023-01-05,2.9,,nan,183.1 sq.m.,335837.65
1000813,Poppleton,2023-01-05,11.7,2.0,Detached,53.5 sq.m.,179572.34
1000814,Poppleton,2023-01-05,2.4,5.0,Semi-detached,257.8 sq.m.,458453.38
1000815,Riverford,2023-01-05,11.9,1.0,Semi,,
1000816,Riverford,2023-01-05,12.0,4.0,Detached,183.6 sq.m.,365506.18
1000817,Riverford,,10.2,6.0,Det.,298.6 sq.m.,512799.88
1000818,Silvertown,2023-01-05,11.0,3.0,Semi,280.1 sq.m.,442129.2
1000819,Riverford,2023-01-05,1.7,6.0,Semi-detached,286.2 sq.m.,512592.37
1000820,Poppleton,2023-01-05,5.4,6.0,Semi-detached,60.6 sq.m.,270233.24
1000821,Silvertown,2023-01-05,4.0,6.0,Terraced,92.1 sq.m.,300956.59
1000822,Riverford,2023-01-05,10.6,1.0,Semi,240.9 sq.m.,371674.43
1000823,Riverford,2023-01-05,7.9,3.0,Terraced,93.7 sq.m.,245537.54
1000824,Riverford,2023-01-05,5.6,5.0,Detached,83.3 sq.m.,285796.91
1000825,Poppleton,2023-01-05,2.6,2.0,Terr.,62.7 sq.m.,188062.0
1000826,Riverford,,9.3,1.0,Terr.,92.6 sq.m.,212857.75
1000827,Riverford,2023-01-05,11.2,3.0,Terr.,134.5 sq.m.,295004.54
1000828,Teasdale,2023-01-05,2.1,1.0,Semi,257.9 sq.m.,389900.12
1000829,Riverford,2023-01-05,6.9,6.0,Terr.,264.5 sq.m.,488815.55
1000830,Silvertown,2023-01-05,5.5,1.0,Detached,170.8 sq.m.,290832.86
1000831,Riverford,2023-01-05,6.3,3.0,Terraced,50.6 sq.m.,206939.36
1000832,Silvertown,2023-01-05,1.4,1.0,Semi,148.4 sq.m.,272851.3
1000833,Silvertown,2023-01-05,2.6,2.0,Terraced,282.3 sq.m.,421761.57
1000834,Riverford,2023-01-05,8.6,6.0,Semi,178.9 sq.m.,395296.17
1000835,Riverford,2023-01-05,,6.0,Terraced,283.9 sq.m.,490842.58
1000836,Poppleton,2023-01-05,4.6,2.0,Semi-detached,262.1 sq.m.,393292.88
1000837,Riverford,2023-01-05,9.2,2.0,Terraced,51.5 sq.m.,194759.24
1000838,Riverford,2023-01-05,10.9,6.0,Terr.,124.6 sq.m.,333187.74
1000839,Teasdale,2023-01-05,,5.0,Semi-detached,137.4 sq.m.,337363.71
1000840,Silvertown,2023-01-05,4.3,6.0,Terraced,150.5 sq.m.,374659.1
1000841,Teasdale,2023-01-05,6.4,6.0,Semi,,
1000842,Silvertown,2023-01-05,2.1,3.0,Semi,99.4 sq.m.,268966.89
1000843,--,2023-01-05,2.5,3.0,Semi,274.6 sq.m.,446544.04
1000844,Silvertown,2023-01-05,5.9,4.0,Det.,278.3 sq.m.,454206.81
1000845,Riverford,2023-01-05,4.0,1.0,Detached,,
1000846,Silvertown,2023-01-05,8.1,4.0,Semi,112.5 sq.m.,306060.85
1000847,--,2023-01-05,3.3,5.0,Semi-detached,143.6 sq.m.,336744.21
1000848,Riverford,2023-01-05,9.2,4.0,Semi,273.0 sq.m.,463398.17
1000849,Riverford,2023-01-05,10.5,6.0,Det.,117.4 sq.m.,324783.42
1000850,Silvertown,2023-01-05,6.7,3.0,Terr.,214.1 sq.m.,372498.99
1000851,Teasdale,,4.4,3.0,Semi-detached,85.0 sq.m.,237340.77
1000852,Silvertown,,2.5,6.0,Det.,51.5 sq.m.,261980.54
1000853,Poppleton,2023-01-05,10.7,1.0,Terr.,227.3 sq.m.,358025.68
1000854,Silvertown,2023-01-05,,4.0,nan,121.2 sq.m.,307721.41
1000855,Silvertown,2023-01-05,10.2,4.0,nan,155.3 sq.m.,349681.32
1000856,Silvertown,2023-01-05,3.7,3.0,Semi-detached,57.9 sq.m.,211224.3
1000857,Riverford,2023-01-05,11.1,1.0,Terraced,287.1 sq.m.,414100.12
1000858,Riverford,,4.0,3.0,Detached,295.7 sq.m.,467884.23
1000859,Silvertown,2023-01-05,6.6,2.0,Detached,172.3 sq.m.,306382.83
1000860,Teasdale,2023-01-05,2.4,2.0,Det.,220.4 sq.m.,352718.22
1000861,Riverford,2023-01-05,,6.0,Terr.,237.8 sq.m.,457118.47
1000862,Riverford,2023-01-05,7.5,,Detached,150.0 sq.m.,
1000863,Riverford,2023-01-05,10.6,6.0,Terr.,235.5 sq.m.,442032.48
1000864,Riverford,,4.8,2.0,Terr.,82.9 sq.m.,210091.64
1000865,Riverford,2023-01-05,10.8,4.0,Det.,248.2 sq.m.,426456.94
1000866,Silvertown,2023-01-05,8.6,6.0,Det.,136.0 sq.m.,343996.28
1000867,Silvertown,2023-01-05,5.3,,Det.,,312948.81
1000868,Poppleton,2023-01-05,7.3,1.0,Detached,63.0 sq.m.,168288.07
1000869,Poppleton,2023-01-05,10.4,2.0,nan,157.4 sq.m.,309549.67
1000870,Riverford,2023-01-05,8.5,5.0,Det.,52.0 sq.m.,250279.25
1000871,Silvertown,2023-01-05,5.5,4.0,Detached,120.6 sq.m.,303268.13
1000872,Teasdale,2023-01-05,,6.0,Det.,157.2 sq.m.,384866.29
1000873,Riverford,,9.4,3.0,Semi,232.3 sq.m.,384852.43
1000874,Silvertown,2023-01-05,,6.0,Terr.,120.3 sq.m.,333422.3
1000875,Silvertown,2023-01-05,8.1,5.0,Det.,115.9 sq.m.,310759.18
1000876,Teasdale,2023-01-05,1.1,3.0,Semi-detached,216.6 sq.m.,370112.67
1000877,Teasdale,2023-01-05,9.9,3.0,Terr.,168.5 sq.m.,321426.0
1000878,Silvertown,2023-01-05,11.6,3.0,Terr.,75.8 sq.m.,231034.27
1000879,Silvertown,2023-01-05,5.7,3.0,Det.,202.8 sq.m.,362891.87
1000880,Silvertown,2023-01-05,4.8,1.0,nan,263.7 sq.m.,372044.1
1000881,Teasdale,2023-01-05,6.1,3.0,Terraced,87.2 sq.m.,237665.41
1000882,Silvertown,,10.1,2.0,nan,150.3 sq.m.,
1000883,Silvertown,2023-01-05,2.1,2.0,Det.,98.0 sq.m.,238286.44
1000884,Teasdale,2023-01-05,8.3,3.0,Terr.,54.4 sq.m.,204763.86
1000885,Silvertown,2023-01-05,5.1,2.0,Semi-detached,266.1 sq.m.,411289.29
1000886,Teasdale,2023-01-05,7.7,6.0,Terr.,181.2 sq.m.,
1000887,Silvertown,2023-01-05,2.2,2.0,nan,295.0 sq.m.,430272.95
1000888,Silvertown,2023-01-05,11.9,1.0,Semi-detached,156.5 sq.m.,286176.73
1000889,Silvertown,2023-01-05,10.5,,Detached,156.8 sq.m.,305061.35
1000890,Teasdale,2023-01-05,8.8,2.0,Semi,77.5 sq.m.,211716.01
1000891,Poppleton,2023-01-05,4.3,3.0,Terr.,285.7 sq.m.,453692.62
1000892,Poppleton,2023-01-05,9.4,5.0,Det.,111.7 sq.m.,317242.39
1000893,Riverford,2023-01-05,9.9,6.0,Detached,95.4 sq.m.,306708.76
1000894,Teasdale,2023-01-05,7.6,3.0,Semi,,304712.96
1000895,Silvertown,2023-01-05,8.5,4.0,Det.,130.4 sq.m.,307287.2
1000896,Silvertown,2023-01-05,8.2,2.0,Terraced,120.0 sq.m.,249738.29
1000897,Poppleton,2023-01-05,3.9,1.0,Det.,157.7 sq.m.,272470.44
1000898,Silvertown,2023-01-05,5.3,4.0,Semi-detached,172.8 sq.m.,352013.26
1000899,Silvertown,2023-01-05,,2.0,Semi-detached,77.9 sq.m.,215407.27
1000900,Silvertown,2023-01-05,7.3,3.0,Terraced,220.7 sq.m.,372561.71
1000901,Silvertown,2023-01-05,9.0,6.0,Detached,82.6 sq.m.,315629.9
1000902,Silvertown,2023-01-05,6.9,5.0,Semi,252.5 sq.m.,448623.73
1000903,Riverford,2023-01-05,11.0,6.0,Det.,197.2 sq.m.,424001.29
1000904,Riverford,2023-01-05,6.6,3.0,Semi-detached,109.6 sq.m.,264060.4
1000905,Poppleton,2023-01-05,10.2,5.0,Detached,196.1 sq.m.,397998.59
1000906,Poppleton,2023-01-05,3.0,5.0,Terraced,76.6 sq.m.,261770.18
1000907,Riverford,2023-01-05,2.4,4.0,nan,200.5 sq.m.,367159.22
1000908,Silvertown,,9.9,1.0,Terr.,,274373.78
1000909,Riverford,2023-01-05,3.0,1.0,nan,271.0 sq.m.,389706.69
1000910,Riverford,2023-01-05,4.7,5.0,nan,98.2 sq.m.,307755.99
1000911,Silvertown,2023-01-05,4.9,1.0,Semi-detached,74.7 sq.m.,199561.64
1000912,Teasdale,2023-01-05,4.4,2.0,Terraced,204.8 sq.m.,354776.55
1000913,Riverford,2023-01-05,4.6,1.0,Det.,168.5 sq.m.,
1000914,Riverford,2023-01-05,4.2,5.0,nan,183.4 sq.m.,379872.19
1000915,Riverford,2023-01-05,6.2,5.0,nan,82.0 sq.m.,289170.51
1000916,Silvertown,2023-01-05,7.4,3.0,Semi,227.9 sq.m.,391426.68
1000917,Poppleton,2023-01-05,1.8,1.0,Semi-detached,239.8 sq.m.,353018.89
1000918,Teasdale,2023-01-05,6.5,4.0,Semi-detached,190.1 sq.m.,
1000919,Silvertown,2023-01-05,5.2,1.0,Det.,141.5 sq.m.,268185.47
1000920,Poppleton,2023-01-05,1.6,4.0,Terr.,79.4 sq.m.,262188.21
1000921,Riverford,2023-01-05,2.5,3.0,Detached,170.7 sq.m.,344101.24
1000922,Poppleton,2023-01-05,5.5,5.0,Semi,288.1 sq.m.,484801.89
1000923,Teasdale,2023-01-05,11.0,6.0,Semi-detached,91.7 sq.m.,317894.66
1000924,Riverford,2023-01-05,4.5,2.0,Semi,291.9 sq.m.,446507.88
1000925,Silvertown,2023-01-05,9.6,4.0,Semi-detached,289.0 sq.m.,455779.5
1000926,Silvertown,2023-01-05,7.9,3.0,Semi,293.1 sq.m.,
1000927,Riverford,2023-01-05,8.0,,Terraced,253.6 sq.m.,414736.87
1000928,Teasdale,2023-01-05,,3.0,nan,183.1 sq.m.,336627.06
1000929,Silvertown,,9.4,5.0,Semi-detached,68.7 sq.m.,280125.49
1000930,Silvertown,2023-01-05,9.4,6.0,Semi,177.3 sq.m.,
1000931,Poppleton,2023-01-05,9.4,6.0,Detached,147.6 sq.m.,374573.47
1000932,--,2023-01-05,7.8,4.0,Terraced,101.7 sq.m.,292918.52
1000933,Riverford,2023-01-05,5.4,6.0,Terraced,,372222.64
1000934,Silvertown,2023-01-05,5.2,4.0,Detached,198.0 sq.m.,376147.84
1000935,Silvertown,2023-01-05,,4.0,Semi,,331397.55
1000936,Silvertown,2023-01-05,5.1,5.0,Det.,178.2 sq.m.,379900.23
1000937,Poppleton,2023-01-05,,2.0,Detached,230.1 sq.m.,375787.1
1000938,Silvertown,2023-01-05,10.2,4.0,Semi,263.1 sq.m.,451197.18
1000939,Riverford,2023-01-05,8.4,5.0,Detached,117.1 sq.m.,323077.54
1000940,Silvertown,2023-01-05,3.7,1.0,Detached,106.0 sq.m.,239716.0
1000941,Riverford,2023-01-05,4.8,5.0,Semi-detached,123.0 sq.m.,331181.09
1000942,Teasdale,2023-01-05,5.2,1.0,Semi,285.5 sq.m.,396944.38
1000943,Poppleton,2023-01-05,2.8,,Det.,83.2 sq.m.,235030.47
1000944,Silvertown,2023-01-05,4.3,3.0,nan,62.9 sq.m.,213869.56
1000945,Silvertown,2023-01-05,9.0,5.0,Semi-detached,297.4 sq.m.,490170.77
1000946,Silvertown,2023-01-05,4.7,5.0,Detached,79.0 sq.m.,291980.44
1000947,Poppleton,2023-01-05,12.0,2.0,nan,208.2 sq.m.,352467.21
1000948,Poppleton,2023-01-05,10.9,4.0,Terr.,131.1 sq.m.,320281.94
1000949,Riverford,2023-01-05,3.1,4.0,nan,271.0 sq.m.,460950.23
1000950,Teasdale,2023-01-05,11.1,,Detached,83.4 sq.m.,
1000951,Teasdale,2023-01-05,3.5,5.0,Detached,123.7 sq.m.,319904.23
1000952,Silvertown,2023-01-05,2.4,5.0,Semi,206.5 sq.m.,421369.63
1000953,Poppleton,2023-01-05,7.5,2.0,Semi,,301192.43
1000954,Riverford,2023-01-05,5.0,,Semi-detached,232.6 sq.m.,393764.28
1000955,Riverford,2023-01-05,1.4,,Det.,114.0 sq.m.,269012.58
1000956,Riverford,,3.8,6.0,Semi-detached,,
1000957,Silvertown,2023-01-05,1.5,4.0,Terraced,267.0 sq.m.,
1000958,Silvertown,2023-01-05,8.3,6.0,Detached,195.8 sq.m.,
1000959,Teasdale,2023-01-05,1.2,4.0,nan,222.0 sq.m.,390370.05
1000960,Silvertown,2023-01-05,5.6,6.0,Terr.,114.3 sq.m.,334705.01
1000961,Teasdale,2023-01-05,7.0,1.0,Detached,201.1 sq.m.,323317.76
1000962,Silvertown,2023-01-05,2.7,3.0,Detached,160.5 sq.m.,325005.22
1000963,Riverford,2023-01-05,7.9,1.0,Semi-detached,101.0 sq.m.,208192.51
1000964,Silvertown,2023-01-05,8.3,3.0,Terr.,264.6 sq.m.,434132.67
1000965,Riverford,2023-01-05,4.0,5.0,Terr.,161.5 sq.m.,373180.67
1000966,Teasdale,,2.5,3.0,Terr.,158.5 sq.m.,308066.16
1000967,Silvertown,2023-01-05,2.2,4.0,Semi-detached,169.8 sq.m.,340250.21
1000968,Riverford,2023-01-05,2.3,1.0,Detached,164.8 sq.m.,283421.41
1000969,Riverford,2023-01-05,2.2,6.0,Semi-detached,94.0 sq.m.,321183.76
1000970,Teasdale,2023-01-05,3.2,3.0,Semi,285.8 sq.m.,457481.91
1000971,Poppleton,,6.8,1.0,Semi,120.5 sq.m.,234314.41
1000972,Teasdale,2023-01-05,8.7,4.0,Semi-detached,271.3 sq.m.,447998.42
1000973,Silvertown,2023-01-05,1.4,2.0,Terr.,221.8 sq.m.,
1000974,Silvertown,2023-01-05,3.3,1.0,Detached,85.9 sq.m.,195414.85
1000975,Silvertown,2023-01-05,4.6,4.0,Semi-detached,163.8 sq.m.,346331.29
1000976,Riverford,2023-01-05,,3.0,Semi-detached,150.6 sq.m.,311570.93
1000977,Silvertown,2023-01-05,11.0,,Semi-detached,84.3 sq.m.,235309.95
1000978,Riverford,2023-01-05,8.4,6.0,Terraced,52.9 sq.m.,285660.7
1000979,Riverford,2023-01-05,2.0,5.0,Semi,146.0 sq.m.,352447.13
1000980,Riverford,,9.0,6.0,nan,53.4 sq.m.,264065.42
1000981,Teasdale,2023-01-05,3.8,1.0,Terr.,283.7 sq.m.,397954.45
1000982,Silvertown,2023-01-05,11.9,2.0,Det.,242.5 sq.m.,383502.66
1000983,Silvertown,2023-01-05,6.1,3.0,nan,284.6 sq.m.,430783.58
1000984,Teasdale,2023-01-05,2.9,6.0,Terr.,248.1 sq.m.,463555.59
1000985,Riverford,2023-01-05,,3.0,Det.,,
1000986,Teasdale,2023-01-05,9.8,6.0,Terraced,185.6 sq.m.,418453.97
